beta_regime,sigma_eta_regime,method,target,target_type,n_datasets,mean_bias,rmse,mean_absolute_error,mean_scaled_absolute_error,sd_scaled_absolute_error,median_scaled_absolute_error,q25_scaled_absolute_error,q75_scaled_absolute_error,scaled_error_iqr,coverage_rate,mean_interval_width,mean_simulator_calls,mean_runtime_seconds
0.95,0.3,ABC-SMC,alpha,parameter,5,-0.42749930322477453,0.4327444814956324,0.42749930322477453,0.3053566451605533,0.05364359429334719,0.31018205582713304,0.26288835085272944,0.3537685349838592,0.09088018413112975,1.0,1.1297668037900905,20470.4,47.150974340001994
0.95,0.3,ABC-SMC,beta,parameter,5,-0.034624811886976394,0.035302969077733344,0.034624811886976394,0.2323812878320563,0.05167241946889657,0.2423751330073759,0.17913711484970465,0.2781559189755626,0.09901880412585792,1.0,0.10448011376789604,20470.4,47.150974340001994
0.95,0.3,ABC-SMC,sigma_eta,parameter,5,0.09483593661467782,0.09771203246776233,0.09483593661467782,0.21074652581039516,0.05846738118771601,0.20003259615757107,0.16709730630196576,0.2401401832046008,0.07304287690263503,0.8,0.23537161477272872,20470.4,47.150974340001994
0.95,0.3,ABC-SMC,long_run_log_variance,derived,5,-1.1251008072804176,1.138444855941623,1.1251008072804176,0.11251008072804176,0.019430923638911,0.11176148889586575,0.10028603955055466,0.1139731122624239,0.013687072711869239,1.0,7.278933778608734,20470.4,47.150974340001994
0.95,0.3,ABC-SMC,half_life_days,derived,5,-4.305720185669854,4.4637478019457655,4.305720185669854,0.3186257972737764,0.09739647896475499,0.33781334926751355,0.2439464186220025,0.40467444261847846,0.16072802399647595,1.0,18.09602956978734,20470.4,47.150974340001994
0.95,0.3,ABC-SMC,stationary_log_volatility_variance,derived,5,0.11228068429646625,0.2173655512963956,0.14913960105493984,0.16156790114285155,0.19152785794701058,0.08041939289509631,0.0693276054015734,0.09982623288753267,0.030498627485959273,1.0,0.9661335936469332,20470.4,47.150974340001994
0.98,0.15,Manual ABC,alpha,parameter,5,-0.7199156561301975,0.7222119813822451,0.7199156561301975,0.5142254686644268,0.04595634928912978,0.5273563356691462,0.47115342296665763,0.536135210033761,0.06498178706710334,0.4,1.198174833401763,10000.0,
0.98,0.15,Manual ABC,beta,parameter,5,-0.067238324713716,0.06749097551427936,0.067238324713716,0.45126392425312745,0.043778422120283794,0.4654846129153377,0.4101214236953517,0.4674343545566379,0.05731293086128619,0.0,0.11568013750750172,10000.0,
0.98,0.15,Manual ABC,sigma_eta,parameter,5,0.17902578341418024,0.1805793193640171,0.17902578341418024,0.3978350742537338,0.058724059411537896,0.3733108408143107,0.3695199596087216,0.39592242254698884,0.026402462938267257,0.0,0.2918514147893094,10000.0,
0.98,0.15,Manual ABC,long_run_log_variance,derived,5,-0.7276980591366875,0.7294515419364588,0.7276980591366875,0.07276980591366876,0.0056514232302306315,0.07403003475279313,0.06784642735160773,0.076894168517188,0.00904774116558027,1.0,7.066401191558803,10000.0,
0.98,0.15,Manual ABC,half_life_days,derived,5,-24.925169436440907,24.941760871485446,24.925169436440907,0.7264776040165228,0.029640628664405286,0.7330621429700874,0.697534191484358,0.7455706871263698,0.048036495642011734,0.0,23.168264044622102,10000.0,
